Date,Close,High,Low,Open,Volume
2004-09-29,3.2404592037200928,3.3378605744054473,3.1205612980811956,3.132180267940597,613229953
2004-09-30,3.203871488571167,3.270618978872366,3.1890386603611853,3.211287902676158,276468402
2004-10-01,3.277541160583496,3.318578259014805,3.1865663199041023,3.2335370231174445,303934969
2004-10-04,3.3388490676879883,3.3835946087023614,3.3133862034945794,3.3435469188029283,261693228
2004-10-05,3.4206764698028564,3.4246317329578724,3.2691359835260636,3.328961409378243,300887589
2004-10-06,3.388786554336548,3.4226545299754116,3.3620879367795116,3.400405524248736,268900140
2004-10-07,3.432542324066162,3.458005423829014,3.3756837033923746,3.3848311659748136,283643194
2004-10-08,3.404855251312256,3.453061708102546,3.3873029128635403,3.4293296553917134,222442656
2004-10-11,3.343794107437134,3.432790844265309,3.308936722850243,3.3868086013507015,210437827
2004-10-12,3.3966972827911377,3.401888299337561,3.2978119199087623,3.3235220763951854,234419380
2004-10-13,3.4832212924957275,3.5487330282014424,3.462950391999943,3.543046479766774,397203256
2004-10-14,3.5104143619537354,3.5198088810122745,3.425374311212974,3.4859409050274897,209835578
2004-10-15,3.5625758171081543,3.5969390835743082,3.5091781156597674,3.582847661930906,265150137
2004-10-18,3.6874186992645264,3.688407160032327,3.4908846800107454,3.5400798305100922,282061287
2004-10-19,3.6572587490081787,3.7675157798658274,3.6426732148029264,3.7205450825704935,363918964
2004-10-20,3.473085403442383,3.6832162672720186,3.451083453964127,3.659483269012548,456613107
2004-10-21,3.692857027053833,3.7113978250163395,3.5010206210716786,3.569745267199688,585767401
2004-10-22,4.2626824378967285,4.454024511994018,4.056259532181398,4.215959026580995,1481207196
2004-10-25,4.632758140563965,4.806548802212714,4.265647559094161,4.360824709566358,1315480331
2004-10-26,4.494319915771484,4.762298097892593,4.449821431680841,4.6065543501502,895628499
2004-10-27,4.597407817840576,4.685167616892016,4.4935784899356115,4.517063486585118,536262538
2004-10-28,4.778614044189453,4.805559719135424,4.588260667602591,4.614959286494572,596097978
2004-10-29,4.712855339050293,4.943009321059606,4.711866168389287,4.916804817716095,849672890
2004-11-01,4.846102237701416,4.886644982179665,4.728429740279711,4.784794008947955,490828877
2004-11-02,4.8174262046813965,4.925704893445201,4.779602969734075,4.91408616134247,455553149
2004-11-03,4.738317489624023,4.983799344955346,4.715574138162236,4.899253181644738,557630330
2004-11-04,4.566011428833008,4.706922831082498,4.532638036861717,4.658469080765613,578544429
2004-11-05,4.186539649963379,4.506679747684616,4.166763337116468,4.498769222545851,796297573
2004-11-08,4.2656474113464355,4.337092982307046,4.187775544229971,4.225600199000904,449349985
2004-11-09,4.170472621917725,4.331160352343493,4.0856784343935555,4.303967146056438,444226854
2004-11-10,4.14970588684082,4.264906894420615,4.1118826461575715,4.219172653837214,427355853
2004-11-11,4.524479389190674,4.542525837689442,4.142535985441548,4.18110180909542,601666773
2004-11-12,4.499263763427734,4.692089576410134,4.385546522385134,4.579113976750446,672354740
2004-11-15,4.570213317871094,4.655501594493057,4.418919911807078,4.460945463529832,477844390
2004-11-16,4.265400409698486,4.4367186141958825,4.223127799515203,4.388017814625256,839832142
2004-11-17,4.2644124031066895,4.388018525422284,4.177888354129509,4.178382939536511,728034662
2004-11-18,4.1417951583862305,4.311877151720015,4.097049617488134,4.20977816588134,667677273
2004-11-19,4.1877760887146,4.202114805289282,4.116578984375874,4.18035967437854,352086780
2004-11-22,4.081475257873535,4.190248546086964,3.9877823276818383,4.065901261041375,496582362
2004-11-23,4.141300678253174,4.223128291943862,4.116084869527423,4.1524252997498285,498393124
2004-11-24,4.320282459259033,4.380849055358412,4.264659823954014,4.321765268867374,613531078
2004-11-26,4.4347405433654785,4.450562065252447,4.3341253381572225,4.34599159789428,260175560
2004-11-29,4.475779056549072,4.522749049439898,4.388265367733138,4.458721303644271,428263241
2004-11-30,4.498769760131836,4.523985567760507,4.45600208820816,4.467373765258614,309154460
2004-12-01,4.448832988739014,4.511624028879101,4.438697065654367,4.498027901569956,315743063
2004-12-02,4.4349894523620605,4.487150937633904,4.413975962015502,4.447349354621129,251374696
2004-12-03,4.459709644317627,4.476025279467483,4.3904899481040145,4.4485854982159765,235647968
2004-12-06,4.358105182647705,4.467126462551646,4.351430410408688,4.428313582525762,251097661
2004-12-07,4.237959861755371,4.355880827761663,4.2162052081791375,4.3509354481202385,275866153
2004-12-08,4.202114105224609,4.293583042368304,4.1712126994974446,4.211261330240139,302802741
2004-12-09,4.287402629852295,4.289133441867143,4.164785223902392,4.208789119740649,307307563
2004-12-10,4.243398666381836,4.323248401904654,4.234499443577218,4.287402561518749,173335277
2004-12-13,4.213733196258545,4.281223034516323,4.189012448198402,4.256254283852728,193466452
2004-12-14,4.417436599731445,4.420650221273952,4.192720682037893,4.22733029748964,445198482
2004-12-15,4.444382190704346,4.466878487664796,4.367252908659411,4.4001321847227475,460559845
2004-12-16,4.362555980682373,4.461935471258593,4.349701492028615,4.374422718311816,344197318
2004-12-17,4.451797962188721,4.462180939793888,4.364532296367042,4.369723311882288,296555412
2004-12-20,4.573922157287598,4.658963398471071,4.496050274868203,4.499264370152521,394854485
2004-12-21,4.5425262451171875,4.644624758419657,4.5338731308371925,4.6058128218375325,221479058
2004-12-22,4.605565547943115,4.619161675611621,4.524232524952559,4.546234237171928,156865776
2004-12-23,4.645118713378906,4.662423994778634,4.598149196056119,4.633994092459406,145125936
2004-12-27,4.744250774383545,4.778613331989905,4.674784017831929,4.676020717779941,245079187
2004-12-28,4.765264511108398,4.784794242961155,4.72200225516625,4.749194983539654,166453579
2004-12-29,4.768725872039795,4.784052812331102,4.7410376105241685,4.7410376105241685,107525527
2004-12-30,4.884915828704834,4.900489825859185,4.742768673008674,4.770455989410836,237057231
2004-12-31,4.766005992889404,4.941279461634672,4.760319444800191,4.9252108811788355,307889737
2005-01-03,5.0112409591674805,5.03423136852984,4.8320122221158,4.879970435651041,636143518
2005-01-04,4.808279514312744,5.016679333597953,4.783063232729872,4.978856094442247,552298420
2005-01-05,4.7838053703308105,4.867609896377033,4.752161848274865,4.782321614342157,330698912
2005-01-06,4.661188125610352,4.8428893162104005,4.640669223105683,4.822617469735336,417041336
2005-01-07,4.792210578918457,4.802099445986728,4.666873661394117,4.712855426070616,387964757
2005-01-10,4.8221235275268555,4.897275891914776,4.742273312111687,4.808279396920568,302714411
2005-01-11,4.784547805786133,4.887635497345842,4.775647161526534,4.835968123534946,279391317
2005-01-12,4.830033779144287,4.84363085293957,4.709394713318038,4.804076331537261,328338096
2005-01-13,4.828798770904541,4.879724030017989,4.797155243557019,4.830034524503972,275002929
2005-01-14,4.943505764007568,4.9444939882759,4.7991332030590685,4.845361558140155,387057368
2005-01-18,5.0406599044799805,5.068347222628478,4.9111206452567,4.968226093903593,528878966
2005-01-19,4.877499103546143,5.075268882079044,4.862913331537003,5.059200300552589,451995865
2005-01-20,4.793941020965576,4.851541998395745,4.746476914423787,4.758837289814623,361413608
2005-01-21,4.654512882232666,4.8295392827357215,4.650557619722177,4.809266965024607,371724110
2005-01-24,4.467620849609375,4.68047049058931,4.457731983058109,4.664648966709619,563010421
2005-01-25,4.37862491607666,4.505197596370265,4.358105539058382,4.497781182164835,427966132
2005-01-26,4.678245544433594,4.682447863500089,4.428808398365985,4.431774963959947,494161321
2005-01-27,4.649569511413574,4.668851714399439,4.578371464194,4.666379260890734,266089645
2005-01-28,4.705438137054443,4.813223171062917,4.606553271066666,4.697526666241683,490158373
2005-01-31,4.835967540740967,4.854261046029834,4.739554634063694,4.788255436110656,385306832
2005-02-01,4.744004249572754,4.861677706328973,4.712608727093874,4.805312484974075,756384528
2005-02-02,5.0915846824646,5.359562400179233,5.034725821989391,5.328661462904591,1316889593
2005-02-03,5.212718486785889,5.274769306592338,5.087876152368806,5.092326473930291,521471303
2005-02-04,5.05203104019165,5.135835573704326,5.008521252649202,5.10419299540402,594993855
2005-02-07,4.846102237701416,5.102461192700255,4.833247278877507,5.0742797682972185,520359150
2005-02-08,4.910624980926514,4.944740008977527,4.809020118244761,4.869093539541066,460921194
2005-02-09,4.736093997955322,4.98380035410046,4.683684983290139,4.963034866369185,689434520
2005-02-10,4.647097110748291,4.7516676020753845,4.579608216311765,4.745734470846904,762154073
2005-02-11,4.632758140563965,4.754387324074238,4.59987886457264,4.614464635804835,526606480
2005-02-14,4.770949840545654,4.7731752378394505,4.474542728810757,4.52027696230646,1548269624
2005-02-15,4.826324939727783,4.940290164948922,4.7731747713591135,4.786029255534475,1035177611
2005-02-16,4.904938697814941,4.92768204888236,4.803334786026116,4.813223652243344,663770685
2005-02-17,4.892331123352051,4.9380648801305,4.865384981279979,4.89059983822015,418137429
2005-02-18,4.8935675621032715,4.915569274295832,4.861677455890035,4.907411692362152,340708289
2005-02-22,4.73090124130249,4.91705179793666,4.70667460636707,4.857721910549001,541369609
2005-02-23,4.794683456420898,4.807784999562307,4.663907035168155,4.778613927691751,625776806
2005-02-24,4.66959285736084,4.693324906184299,4.504949431791685,4.533131328510924,1036442333
2005-02-25,4.594935417175293,4.6950565390492915,4.586035246540151,4.676021390802826,400435325
2005-02-28,4.64734411239624,4.693819517663016,4.594440990611362,4.598149197585762,313908211
2005-03-01,4.599632263183594,4.690854159832838,4.499264086538154,4.679482482240674,373844027
2005-03-02,4.577877998352051,4.639434242837057,4.557606621786152,4.596913147989086,292512314
2005-03-03,4.623116970062256,4.641410475483051,4.556370664852216,4.601362787014511,305484756
2005-03-04,4.595676898956299,4.62905028956319,4.575158941818851,4.615453687961312,271979640
2005-03-07,4.667614936828613,4.68714561538825,4.623611985785986,4.642153020356183,347995502
2005-03-08,4.578371047973633,4.6933249804803445,4.572685919940207,4.674783947287748,323050350
2005-03-09,4.4831953048706055,4.56477538593354,4.453777178069215,4.553898294211778,456119263
2005-03-10,4.449326515197754,4.479486277881564,4.385545839486361,4.474789374283639,440063306
2005-03-11,4.395434379577637,4.473306250370498,4.37936579870506,4.460698820330626,322335682
2005-03-14,4.3259687423706055,4.410267386337603,4.266143318106209,4.408537520782032,447535208
2005-03-15,4.415459632873535,4.449821722338118,4.306685395784478,4.333632490611903,418446584
2005-03-16,4.341048240661621,4.415458957034256,4.326462469949236,4.3682409675186555,285317446
2005-03-17,4.432269096374512,4.440921263871658,4.345992584291486,4.378871862012987,331662510
2005-03-18,4.450809955596924,4.459710125355492,4.408042758589549,4.420403132607882,284663002
2005-03-21,4.471576690673828,4.50346632528408,4.381838551789139,4.431775109881834,300470030
2005-03-22,4.415212154388428,4.497780930200143,4.396671119913517,4.478992839694706,226112360
2005-03-23,4.424605369567871,4.455753833352526,4.399636619390501,4.399636619390501,194526410
2005-03-24,4.431281089782715,4.471082198113518,4.43004533624384,4.467126934871701,148763520
2005-03-28,4.484925270080566,4.568483694458521,4.473306536697458,4.491353460100909,350830087
2005-03-29,4.4391913414001465,4.53090734473351,4.4021092717808825,4.475778825662012,259890496
2005-03-30,4.460945129394531,4.4856668198530425,4.439932118463395,4.465642032869476,250378977
2005-03-31,4.462429046630859,4.484184177499166,4.391479471766695,4.399142942136526,271758815
2005-04-01,4.450809955596924,4.522748695451363,4.449574202167537,4.493331043150724,248206866
2005-04-04,4.580596923828125,4.581338091945884,4.445866190697471,4.448586173566413,324266893
2005-04-05,4.66168212890625,4.7034606235005825,4.636960437260556,4.640915699677431,350777892
2005-04-06,4.677751064300537,4.688381573442994,4.637208315795968,4.678245649673133,210891521
2005-04-07,4.789985656738281,4.811246202428131,4.66341297323895,4.666874124384959,389141150
2005-04-08,4.7477126121521,4.823112037039331,4.732879783227576,4.788255835641616,205431131
2005-04-11,4.776883602142334,4.815695539441531,4.754387776378439,4.773422924311327,217231195
2005-04-12,4.794929504394531,4.806301179521972,4.6824470865255625,4.7711965102935,293881426
2005-04-13,4.769467353820801,4.8038294403056705,4.6903592548772295,4.782815952187525,263214910
2005-04-14,4.732879638671875,4.80481838347114,4.699506247898474,4.777872236177088,247030473
2005-04-15,4.573427200317383,4.705438886603878,4.565022089492746,4.699505755836513,464831797
2005-04-18,4.622128486633301,4.6446247853996905,4.536098554733414,4.5630447020439755,262994085
2005-04-19,4.731643199920654,4.74647602624405,4.648332316500042,4.680470422392315,338463908
2005-04-20,4.897275924682617,4.956606763979931,4.8431365752364695,4.909141713912134,620376641
2005-04-21,5.048570156097412,5.0678528339513,4.927436016013968,4.95462969382681,712737539
2005-04-22,5.335089683532715,5.537556392113445,5.296770908516067,5.510363186113711,1333182435
2005-04-25,5.525936603546143,5.555849316317437,5.377362210438883,5.38477862462081,796574608
2005-04-26,5.407769680023193,5.488114018810421,5.396398001350962,5.444110113847223,693469588
2005-04-27,5.433231353759766,5.459682912826469,5.358078995315643,5.3889804024444885,412131000
2005-04-28,5.425073623657227,5.490090057527449,5.382057953614111,5.426309377004598,348613811
2005-04-29,5.438671112060547,5.494293742273478,5.384778347351072,5.485887684487733,368182886
2005-05-02,5.4952826499938965,5.530139322900696,5.443862336774811,5.48934904543936,392160425
2005-05-03,5.591695785522461,5.640149061776523,5.471302816463274,5.48440530630286,713873782
2005-05-04,5.648801326751709,5.682916833500872,5.611719727485731,5.617405803039745,485151677
2005-05-05,5.61122465133667,5.651767871545045,5.584031922654834,5.651767871545045,301509913
2005-05-06,5.636935234069824,5.667342058643073,5.598617410014244,5.646328569799757,271570110
2005-05-09,5.587492942810059,5.648801179015886,5.572907643512137,5.636441277300428,222302131
2005-05-10,5.631495952606201,5.631495952606201,5.555354893410865,5.573895927828322,254783425
2005-05-11,5.717772960662842,5.734830237703998,5.634709132976073,5.66041952311777,460873014
2005-05-12,5.654240608215332,5.741011708172448,5.641384701398186,5.705907031942232,359269602
2005-05-13,5.667095184326172,5.712828950673204,5.619630132485012,5.665612374743586,297731805
2005-05-16,5.711841106414795,5.7259322946174525,5.6505328658543,5.677973127487783,228107811
2005-05-17,5.763260841369629,5.771171367543436,5.690827039302847,5.699727209501391,313526787
2005-05-18,5.91232967376709,5.9323535180409745,5.772901092229098,5.775126489689999,494325936
2005-05-19,5.9128241539001465,5.962019071526138,5.8903278547304225,5.941501113905884,390116793
2005-05-20,5.972895622253418,5.974379378163434,5.924441881009491,5.963007702485617,327763952
2005-05-23,6.315038204193115,6.380549703632669,6.000090503983949,6.011215125018256,858738744
2005-05-24,6.328634738922119,6.562003284835457,6.266831451765874,6.352366788483514,1166078427
2005-05-25,6.447544574737549,6.451746893883473,6.195882026430345,6.2477964520185045,725023418
2005-05-26,6.407742977142334,6.520471524963323,6.385493734827362,6.451252764320758,543895039
2005-05-27,6.575846195220947,6.5770828951179325,6.408977847429246,6.438890555768033,489190760
2005-05-31,6.854455471038818,6.882390787272927,6.659158153153847,6.6606409626171414,892805959
2005-06-01,7.11971378326416,7.240601329523558,6.971881510862065,7.001053054318728,1412944285
2005-06-02,7.117241382598877,7.163716781604233,7.035661313440407,7.13775980956792,721658854
2005-06-03,6.928372383117676,7.151852083067303,6.857916449369108,7.08980126084556,754108027
2005-06-06,7.192394733428955,7.261861968785439,6.967184224396582,6.981028354918005,904413304
2005-06-07,7.246286392211914,7.406232927979346,7.176573522226402,7.344677639901368,976566743
2005-06-08,6.911067008972168,7.2480178398206085,6.87250212956567,7.239612728406204,1031889331
2005-06-09,7.077934741973877,7.132074559168057,6.9357880822167015,7.0386286979830075,660109011
2005-06-10,6.983747959136963,7.101915525738415,6.922438778325243,7.094746167700017,509767599
2005-06-13,6.989928245544434,7.025526084640933,6.835914370283058,6.917494447492414,514047581
2005-06-14,6.881154537200928,6.952598696648244,6.8663217087239925,6.887088141879146,405189077
2005-06-15,6.793394565582275,6.855196911647968,6.61119878260652,6.798338526089563,838454999
2005-06-16,6.858658313751221,6.87991885923076,6.750626667303709,6.780044795247693,500364485
2005-06-17,6.929360866546631,6.929360866546631,6.820588051420935,6.897224175340099,418940428
2005-06-20,7.087576389312744,7.111555494093368,6.7174987933172225,6.825283366618715,844140229
2005-06-21,7.115758419036865,7.176573485282668,7.044808849397769,7.121444967314567,607560783
2005-06-22,7.151852130889893,7.226510384257376,7.136278134507713,7.160999357173195,420530365
2005-06-23,7.161987781524658,7.288066343612155,7.082632153376918,7.119713749317416,564363474
2005-06-24,7.348386287689209,7.366927323335594,7.15877408529125,7.191406781316333,713512433
2005-06-27,7.517726421356201,7.526873648107142,7.264581050457004,7.389176340896232,714785186
2005-06-28,7.465811252593994,7.645041421207215,7.465811252593994,7.571618920210429,764314139
2005-06-29,7.236398696899414,7.524647780757705,7.222307510214698,7.478172374890675,734691521
2005-06-30,7.271749973297119,7.389917539655182,7.194867269653691,7.2764473510621395,606039101
2005-07-01,7.2000579833984375,7.323417034412685,7.149874372493319,7.293751379407283,370487492
2005-07-05,7.310315132141113,7.316989431333234,7.174842287710922,7.221071583001581,300883574
2005-07-06,7.206733226776123,7.357037949989385,7.203272075930786,7.349621536240387,321211484
2005-07-07,7.306112766265869,7.312539536096272,7.132322100167187,7.154077229559947,428484066
2005-07-08,7.323169708251953,7.35456617416615,7.26927789245908,7.323663820292209,299422117
2005-07-11,7.251972675323486,7.332316997603501,7.19437170571518,7.327372090858713,336869956
2005-07-12,7.213160514831543,7.277929893343822,7.192147028265473,7.252961144108939,235475323
2005-07-13,7.388187408447266,7.397580743777272,7.221071515280343,7.23120649199001,459230882
2005-07-14,7.438370704650879,7.583236877005634,7.418099332227772,7.548380206925156,428307406
2005-07-15,7.4457879066467285,7.5004218428955065,7.410931232874908,7.447023660166419,338801168
2005-07-18,7.404996871948242,7.463339482660273,7.36074592019363,7.416368548235268,249242734
2005-07-19,7.661109447479248,7.672234068722687,7.4608676849596645,7.4682840991219575,506748324
2005-07-20,7.713024139404297,7.728104023366689,7.460867484522873,7.554066297846159,574561556
2005-07-21,7.760983467102051,7.856406733371054,7.693494571879923,7.763702030134365,794543021
2005-07-22,7.4756999015808105,7.64504119738858,7.3256427021002635,7.573843149461397,938978379
2005-07-25,7.313776016235352,7.497701653544203,7.2917743047599854,7.475452412757382,387800142
2005-07-26,7.319709300994873,7.366927296028458,7.220824882251392,7.293010683050487,394147846
2005-07-27,7.340475082397461,7.37261177020808,7.2284877107387615,7.360498452468651,289798178
2005-07-28,7.25568151473999,7.352341481953929,7.250242022188958,7.352341481953929,237912424
2005-07-29,7.113781929016113,7.239365912180885,7.094746308075421,7.222060630130276,335785908
2005-08-01,7.208957672119141,7.230959384032792,7.1221861046094075,7.122680689954768,227344963
2005-08-02,7.396345138549805,7.404503193889546,7.196844549998241,7.208710339023168,292701018
2005-08-03,7.349621772766113,7.409447196741726,7.307595742360916,7.366927054262303,238113174
2005-08-04,7.360251426696777,7.391646946566577,7.29894319639039,7.306359609993461,210245108
2005-08-05,7.227251052856445,7.379534114717412,7.201541134513318,7.354566311023266,238478538
2005-08-08,7.2000579833984375,7.308831262939225,7.18126989299082,7.258153539975625,179943955
2005-08-09,7.2079691886901855,7.235410393642591,7.132322239549831,7.217610526842746,232038489
2005-08-10,7.062361717224121,7.226757639501735,7.042584927861571,7.201294301434092,276191367
2005-08-11,7.022065162658691,7.084610095648591,6.937271461186596,7.067552343625216,301722708
2005-08-12,7.162234783172607,7.174101045235437,6.962487142785602,7.005008230702353,264423423
2005-08-15,7.020829677581787,7.237634608599914,7.015143602260826,7.16421258124089,328213631
2005-08-16,7.061620235443115,7.1145233611633465,7.004513370501865,7.042585087083491,285433881
2005-08-17,7.048022270202637,7.084362696667147,7.020829069325556,7.05815819316949,155914222
2005-08-18,6.92169713973999,6.934305516966079,6.798338556520692,6.820834854805618,476692087
2005-08-19,6.921943664550781,6.9577899787189015,6.912550329580757,6.946418302429045,222547046
2005-08-22,6.773863792419434,6.958284497049887,6.75754815502693,6.952598421929256,273541472
2005-08-23,6.911561012268066,6.9155172218073,6.776583226538537,6.827015314093523,233740846
2005-08-24,6.985476970672607,7.039369730816951,6.834183561829624,6.86187134657529,345012362
2005-08-25,6.985971927642822,7.020829071404818,6.921202546879619,6.984983230263104,175720183
2005-08-26,7.010446071624756,7.046045329925232,6.987702718946889,7.007973618251692,150775031
2005-08-29,7.130838871002197,7.147402511945816,6.977320513476753,6.977320513476753,237005036
2005-08-30,7.101668357849121,7.157042986663578,7.0673048510140575,7.104633976858962,192398464
2005-08-31,7.070271968841553,7.132075261450341,7.029728747635525,7.125400488810245,202114747
2005-09-01,7.076452255249023,7.10735318998844,7.045549900647388,7.068047144205413,110095123
2005-09-02,7.130838871002197,7.168910586896293,7.081149841321146,7.082880653531645,137894934
2005-09-06,7.09771203994751,7.15407725848397,7.090048570066473,7.144435447193426,169123549
2005-09-07,7.289548397064209,7.305122391237271,7.052471654488404,7.067551536647953,301104399
2005-09-08,7.302404880523682,7.3985697885008355,7.252220320381695,7.288560749690993,265523531
2005-09-09,7.3938727378845215,7.394119793921987,7.331327804261989,7.349127197857723,176278267
2005-09-12,7.657153606414795,7.698685049301519,7.441090334419314,7.45963136842562,417017246
2005-09-13,7.705112934112549,7.8002886606232416,7.568898458524344,7.638859799645758,413540262
2005-09-14,7.490532875061035,7.744666931863644,7.423785620827784,7.632185439113398,452722579
2005-09-15,7.481139183044434,7.583237217809284,7.364701486135864,7.404503064709971,620966845
2005-09-16,7.42131233215332,7.527614098850931,7.413154277485455,7.515747837515852,304328438
2005-09-19,7.5100626945495605,7.564696630699353,7.433921630349188,7.4410909885576775,231339881
2005-09-20,7.611914157867432,7.695718687215619,7.545661019029995,7.56840437248711,375441994
2005-09-21,7.7105512619018555,7.756533499231708,7.563707693370414,7.624274281925828,406305245
2005-09-22,7.697450160980225,7.891511743289676,7.667784976523579,7.700664256094139,522206047
2005-09-23,7.796087265014648,7.841821503645109,7.727610145022,7.737746068840546,340623975
2005-09-26,7.769388675689697,7.934278707434711,7.726868531909622,7.898433809735158,397259466
2005-09-27,7.760983467102051,7.8714866176565,7.747139336311969,7.785951272500155,275954483
2005-09-28,7.564696311950684,7.7896592905663296,7.554807917790503,7.767905580673813,321095049
2005-09-29,7.654187202453613,7.681380404044954,7.566674466672403,7.581507294190375,225393676
2005-09-30,7.8232808113098145,7.848990732762039,7.7201940694463165,7.7679061783818995,367424053
2005-10-03,7.878161907196045,7.913513639135111,7.7325536068472935,7.753320039790909,367785402
2005-10-04,7.688302516937256,7.942437042382137,7.6818748003458275,7.909558237883947,367143003
2005-10-05,7.681132793426514,7.784715055639037,7.614138487562662,7.730080650430317,334384676
2005-10-06,7.731564998626709,7.774332196029451,7.6658059718861065,7.765927084824792,320950509
2005-10-07,7.737497329711914,7.828472165077865,7.676930738054582,7.78199581332231,271827070
2005-10-10,7.679649829864502,7.782737977954517,7.642568235493622,7.7454088542743165,223723439
2005-10-11,7.567168712615967,7.729092644881425,7.536513886344845,7.678661503715463,342984790
2005-10-12,7.440349578857422,7.594115468185457,7.391647826019548,7.544920549815109,373643277
2005-10-13,7.35308313369751,7.465811209666926,7.185967231453011,7.465811209666926,424292413
2005-10-14,7.320944786071777,7.422055545239483,7.231949238424538,7.413896543309593,342041267
2005-10-17,7.539974689483643,7.544919596232261,7.281885391158313,7.3545662439299875,303802474
2005-10-18,7.497455596923828,7.613150717862545,7.4841055773847875,7.538987045307929,284173173
2005-10-19,7.631444454193115,7.660368470146464,7.514265107510319,7.515254751569004,281479113
2005-10-20,7.495476245880127,7.69151614727147,7.446281333480058,7.663334248934284,558553779
2005-10-21,8.402746200561523,8.564176974596151,8.232169619988198,8.548601084863769,919128253
2005-10-24,8.61905574798584,8.635125748318996,8.459357220789789,8.488527816317083,378682093
2005-10-25,8.576042175292969,8.588155493932966,8.475921057906884,8.548106857663557,276163262
2005-10-26,8.786913871765137,8.800758476433298,8.558243144162226,8.560468541781182,357635500
2005-10-27,8.728078842163086,8.827704908317408,8.693962388074837,8.81559158877445,206145800
2005-10-28,8.854403495788574,8.873686172847709,8.776531619414126,8.782711806862906,237025111
2005-10-31,9.19975757598877,9.264280846771472,8.887529880431307,8.905575382290053,575866428
2005-11-01,9.378741264343262,9.49048063946053,9.122381343434167,9.192836802905294,656696267
2005-11-02,9.386157989501953,9.51767415738672,9.324107166094917,9.436094547536493,424200069
2005-11-03,9.541158676147461,9.556733619291146,9.428183070575258,9.453646881533581,299052737
2005-11-04,9.651909828186035,9.685530271614915,9.528798310860733,9.640784734666704,354319116
2005-11-07,9.765626907348633,9.825947387864769,9.694430282130568,9.767358192697618,385098052
2005-11-08,9.63880729675293,9.779472110187498,9.606176020922334,9.746344829119899,317084071
2005-11-09,9.373054504394531,9.599007607605635,9.34536718916607,9.558958971024408,420245300
2005-11-10,9.668472290039062,9.674653423579867,9.330533722248855,9.353525077926133,366516664
2005-11-11,9.651167869567871,9.811855568971527,9.612849574831516,9.76785214594816,283615089
2005-11-14,9.81358814239502,9.844490977135296,9.679104442732264,9.693690217244866,313486637
2005-11-15,9.710497856140137,9.814326685936717,9.664763154023683,9.749557313631097,346289130
2005-11-16,9.842759132385254,9.860064415952921,9.742885060921076,9.794552908982423,349111670
2005-11-17,9.97377872467041,9.982679366887124,9.87687124320485,9.932988926265358,369869183
2005-11-18,9.893685340881348,9.999738658831502,9.884786589178374,9.97477084969744,282077347
2005-11-21,10.11988353729248,10.135211424900136,9.727557578615434,9.867974394739367,414953540
